State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Rate Used in Calculating State Mean and Median
Missouri,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2018,Medicaid & CHIP,Hybrid,49.2,43,77.3,64.3,84.4,,"Rates include managed care population (3 MCOs), representing 72 percent of the Medicaid population and 49 percent of the CHIP population. Rate excludes FFS population as well as enrollees who did not meet continuous enrollment requirements for an MCO, representing 28 percent of the Medicaid population and 51 percent of the CHIP population. Denominator is the sample size; measure-eligible population is 6,554. MCO rates were audited by a HEDIS certified vendor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Missouri,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,Medicaid & CHIP,Hybrid,61.8,47,63.2,57.3,69.5,,"Rate includes managed care population (2 MCOs), representing 72 percent of the Medicaid population and 49 percent of the CHIP population. Rate excludes FFS population as well as enrollees who did not meet continuous enrollment requirements for an MCO, representing 28 percent of the Medicaid population and 51 percent of the CHIP population. Denominator is the sample size; measure-eligible population is 9,900. MCO rates were audited by a HEDIS certified vendor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Missouri,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,Medicaid & CHIP,Hybrid,65.7,48,69.3,62.1,76.6,,"Rate includes managed care population (3 MCOs), representing 72 percent of the Medicaid population and 49 percent of the CHIP population. Rate excludes FFS population as well as enrollees who did not meet continuous enrollment requirements for an MCO, representing 28 percent of the Medicaid population and 51 percent of the CHIP population. Denominator is the sample size; measure-eligible population is 32,344. MCO rates were audited by a HEDIS certified vendor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,CHIP only,Administrative,57.7,45,44.7,35.1,55.4,,Rates include FFS population. Rates exclude services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2018,Medicaid only,Administrative,50.2,51,48,44.4,52.5,,None,"Mathematica analysis of FFY 2018 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.",Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,CHIP only,Administrative,52.9,47,48.9,40,57,,Rate includes FFS population. Rate excludes services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2018,CHIP only,Administrative,55.6,43,69.5,64,73.4,,Rate includes FFS population. Rate excludes services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,CHIP only,Administrative,85.4,45,95.7,94.6,96.7,,Rates include FFS population. Rates exclude services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,CHIP only,Administrative,74.9,45,87.7,86,90.1,,Rates include FFS population. Rates exclude services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,CHIP only,Administrative,74.7,45,91.1,89.2,93.8,,Rates include FFS population. Rates exclude services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,CHIP only,Administrative,74.5,45,90.6,87.7,92.7,,Rates include FFS population. Rates exclude services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,CHIP only,Administrative,43.2,44,50.1,44.6,58.5,,Rate includes FFS population. Rate excludes services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2018,CHIP only,Administrative,16.5,44,32.3,23.8,40.3,,Rates include FFS population. Rates exclude services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2018,CHIP only,Administrative,51.3,43,77.3,64.3,84.4,,Rates include FFS population. Rates exclude services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,CHIP only,Administrative,63.2,47,63.2,57.3,69.5,,Rate includes FFS population. Rate excludes services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Montana,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,CHIP only,Administrative,64.5,48,69.3,62.1,76.6,,Rate includes FFS population. Rate excludes services provided by Federally Qualified Health Centers and Rural Health Clinics because claims for these services are processed separately.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,29.7,45,44.7,35.1,55.4,,Rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,63.9,44,67.1,56.6,76.2,,Rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,Medicaid & CHIP,Administrative,4.0,39,2.9,3.6,1.9,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,Medicaid & CHIP,Administrative,37.5,44,44.5,50,37.5,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2018,Medicaid & CHIP,Administrative,21.7,32,24.1,20.9,26.3,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2018,Medicaid only,Administrative,53.1,51,48,44.4,52.5,,None,"Mathematica analysis of FFY 2018 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.",Yes
Nebraska,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,Medicaid & CHIP,Administrative,9.1,25,9.1,10.5,8.3,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,Medicaid & CHIP,Administrative,43.0,47,48.9,40,57,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2018,Medicaid & CHIP,Administrative,29.4,43,69.5,64,73.4,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,Medicaid & CHIP,Administrative,95.7,45,95.7,94.6,96.7,,Rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,Medicaid & CHIP,Administrative,86.1,45,87.7,86,90.1,,Rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,Medicaid & CHIP,Administrative,72.0,45,91.1,89.2,93.8,,Rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,Medicaid & CHIP,Administrative,78.6,45,90.6,87.7,92.7,,Rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,Medicaid & CHIP,Administrative,28.3,44,50.1,44.6,58.5,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2018,Medicaid & CHIP,Administrative,21.6,44,32.3,23.8,40.3,,Rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2018,Medicaid & CHIP,Administrative,64.3,43,77.3,64.3,84.4,,Rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2018,Medicaid & CHIP,Administrative,4.7,37,69.7,39.7,77.2,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,Medicaid & CHIP,Administrative,45.9,47,63.2,57.3,69.5,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nebraska,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,Medicaid & CHIP,Administrative,59.7,48,69.3,62.1,76.6,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,Medicaid only,Administrative,32.7,45,44.7,35.1,55.4,,Medicaid rates include managed care population (3 MCOs) age 6 and older. Rates exclude FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,Medicaid only,Administrative,49.8,44,67.1,56.6,76.2,,Medicaid rates include managed care population (3 MCOs) age 6 and older. Rates exclude FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,CHIP only,Administrative,58.9,45,44.7,35.1,55.4,,CHIP rates include managed care population (3 MCOs). Rates exclude FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,CHIP only,Administrative,72.6,44,67.1,56.6,76.2,,CHIP rates include managed care population (3 MCOs). Rates exclude FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,Medicaid only,Administrative,44.5,40,48.7,43,56.3,,Medicaid rates include managed care population (3 MCOs). Rates exclude FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,Medicaid only,Administrative,55.6,40,61.1,53.1,66.2,,Medicaid rates include managed care population (3 MCOs). Rates exclude FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,CHIP only,Administrative,51.1,40,48.7,43,56.3,,CHIP rates include managed care population (3 MCOs). Rates exclude FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,CHIP only,Administrative,#,40,61.1,53.1,66.2,# = Rate not reported because denominator is less than 30,CHIP rates include managed care population (3 MCOs). Rates exclude FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,Medicaid only,Administrative,3.6,39,2.9,3.6,1.9,,Medicaid rate includes managed care population (3 MCOs). Rate excludes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,CHIP only,Administrative,7.5,39,2.9,3.6,1.9,,CHIP rate includes managed care population (3 MCOs). Rate excludes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,Medicaid only,Administrative,40.5,44,44.5,50,37.5,,Medicaid rate includes managed care population (3 MCOs). Rate excludes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,CHIP only,Administrative,25.1,44,44.5,50,37.5,,CHIP rate includes managed care population (3 MCOs). Rate excludes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2018,Medicaid only,Administrative,15.2,32,24.1,20.9,26.3,,Medicaid rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2018,CHIP only,Administrative,21.5,32,24.1,20.9,26.3,,CHIP rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2018,Medicaid only,Administrative,38.4,51,48,44.4,52.5,,None,"Mathematica analysis of FFY 2018 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.",Yes
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2018,Medicaid only,Administrative,9.9,26,28.1,22.5,33.3,,Medicaid rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2018,Medicaid only,Administrative,2.0,25,5.4,4.2,7.2,,Medicaid rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2018,CHIP only,Administrative,7.6,26,28.1,22.5,33.3,,CHIP rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2018,CHIP only,Administrative,1.4,25,5.4,4.2,7.2,,CHIP rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,0.6,31,3.4,1.6,6.2,,Medicaid rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,30.8,31,40.8,30.8,46.1,,Medicaid rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,0.2,31,1.4,0.5,2.7,,Medicaid rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,6.5,31,16.3,10.7,21.4,,Medicaid rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,CHIP only,Administrative,2.3,31,3.4,1.6,6.2,,CHIP rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,CHIP only,Administrative,38.6,31,40.8,30.8,46.1,,CHIP rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,CHIP only,Administrative,0.0,31,1.4,0.5,2.7,,CHIP rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,CHIP only,Administrative,2.3,31,16.3,10.7,21.4,,CHIP rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Nevada,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,Medicaid only,Administrative,10.6,25,9.1,10.5,8.3,,Medicaid rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Nevada,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,CHIP only,Administrative,#,25,9.1,10.5,8.3,# = Rate not reported because denominator is less than 30,CHIP rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
